set,birdName,filename,height,width,format,mode
train,BANDED BROADBILL,059.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,060.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,061.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,062.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,063.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,064.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,065.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,066.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,067.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,068.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,069.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,070.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,071.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,072.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,073.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,074.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,075.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,076.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,077.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,078.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,079.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,080.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,081.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,082.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,083.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,084.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,085.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,086.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,087.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,088.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,089.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,090.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,091.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,092.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,093.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,094.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,095.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,096.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,097.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,098.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,099.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,100.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,101.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,102.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,103.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,104.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,105.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,106.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,107.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,108.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,109.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,110.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,111.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,112.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,113.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,114.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,115.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,116.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,117.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,118.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,119.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,120.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,121.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,122.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,123.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,124.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,125.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,126.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,127.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,128.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,129.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,130.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,131.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,132.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,133.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,134.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,135.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,136.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,137.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,138.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,139.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,140.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,141.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,142.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,143.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,144.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,145.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,146.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,147.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,148.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,149.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,150.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,151.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,152.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,153.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,154.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,155.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,156.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,157.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,158.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,159.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,160.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,161.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,162.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,163.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,164.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,165.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,166.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,167.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,168.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,169.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,170.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,171.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,172.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,173.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,174.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,175.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,176.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,177.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,178.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,179.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,180.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,181.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,182.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,183.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,184.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,185.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,186.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,187.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,188.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,189.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,190.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,191.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,192.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,193.jpg,224,224,JPEG,RGB
train,BANDED BROADBILL,194.jpg,224,224,JPEG,RGB
train,BANDED PITA,001.jpg,224,224,JPEG,RGB
train,BANDED PITA,002.jpg,224,224,JPEG,RGB
train,BANDED PITA,003.jpg,224,224,JPEG,RGB
train,BANDED PITA,004.jpg,224,224,JPEG,RGB
train,BANDED PITA,005.jpg,224,224,JPEG,RGB
train,BANDED PITA,006.jpg,224,224,JPEG,RGB
train,BANDED PITA,007.jpg,224,224,JPEG,RGB
train,BANDED PITA,008.jpg,224,224,JPEG,RGB
train,BANDED PITA,009.jpg,224,224,JPEG,RGB
train,BANDED PITA,010.jpg,224,224,JPEG,RGB
train,BANDED PITA,011.jpg,224,224,JPEG,RGB
train,BANDED PITA,012.jpg,224,224,JPEG,RGB
train,BANDED PITA,013.jpg,224,224,JPEG,RGB
train,BANDED PITA,014.jpg,224,224,JPEG,RGB
train,BANDED PITA,015.jpg,224,224,JPEG,RGB
train,BANDED PITA,016.jpg,224,224,JPEG,RGB
train,BANDED PITA,017.jpg,224,224,JPEG,RGB
train,BANDED PITA,018.jpg,224,224,JPEG,RGB
train,BANDED PITA,019.jpg,224,224,JPEG,RGB
train,BANDED PITA,020.jpg,224,224,JPEG,RGB
train,BANDED PITA,021.jpg,224,224,JPEG,RGB
train,BANDED PITA,022.jpg,224,224,JPEG,RGB
train,BANDED PITA,023.jpg,224,224,JPEG,RGB
train,BANDED PITA,024.jpg,224,224,JPEG,RGB
train,BANDED PITA,025.jpg,224,224,JPEG,RGB
train,BANDED PITA,026.jpg,224,224,JPEG,RGB
train,BANDED PITA,027.jpg,224,224,JPEG,RGB
train,BANDED PITA,028.jpg,224,224,JPEG,RGB
train,BANDED PITA,029.jpg,224,224,JPEG,RGB
train,BANDED PITA,030.jpg,224,224,JPEG,RGB
train,BANDED PITA,031.jpg,224,224,JPEG,RGB
train,BANDED PITA,032.jpg,224,224,JPEG,RGB
train,BANDED PITA,033.jpg,224,224,JPEG,RGB
train,BANDED PITA,034.jpg,224,224,JPEG,RGB
train,BANDED PITA,035.jpg,224,224,JPEG,RGB
train,BANDED PITA,036.jpg,224,224,JPEG,RGB
train,BANDED PITA,037.jpg,224,224,JPEG,RGB
train,BANDED PITA,038.jpg,224,224,JPEG,RGB
train,BANDED PITA,039.jpg,224,224,JPEG,RGB
train,BANDED PITA,040.jpg,224,224,JPEG,RGB
train,BANDED PITA,041.jpg,224,224,JPEG,RGB
train,BANDED PITA,042.jpg,224,224,JPEG,RGB
train,BANDED PITA,043.jpg,224,224,JPEG,RGB
train,BANDED PITA,044.jpg,224,224,JPEG,RGB
train,BANDED PITA,045.jpg,224,224,JPEG,RGB
train,BANDED PITA,046.jpg,224,224,JPEG,RGB
train,BANDED PITA,047.jpg,224,224,JPEG,RGB
train,BANDED PITA,048.jpg,224,224,JPEG,RGB
train,BANDED PITA,049.jpg,224,224,JPEG,RGB
train,BANDED PITA,050.jpg,224,224,JPEG,RGB
train,BANDED PITA,051.jpg,224,224,JPEG,RGB
train,BANDED PITA,052.jpg,224,224,JPEG,RGB
train,BANDED PITA,053.jpg,224,224,JPEG,RGB
train,BANDED PITA,054.jpg,224,224,JPEG,RGB
train,BANDED PITA,055.jpg,224,224,JPEG,RGB
train,BANDED PITA,056.jpg,224,224,JPEG,RGB
train,BANDED PITA,057.jpg,224,224,JPEG,RGB
train,BANDED PITA,058.jpg,224,224,JPEG,RGB
train,BANDED PITA,059.jpg,224,224,JPEG,RGB
train,BANDED PITA,060.jpg,224,224,JPEG,RGB
train,BANDED PITA,061.jpg,224,224,JPEG,RGB
train,BANDED PITA,062.jpg,224,224,JPEG,RGB
train,BANDED PITA,063.jpg,224,224,JPEG,RGB
train,BANDED PITA,064.jpg,224,224,JPEG,RGB
train,BANDED PITA,065.jpg,224,224,JPEG,RGB
train,BANDED PITA,066.jpg,224,224,JPEG,RGB
train,BANDED PITA,067.jpg,224,224,JPEG,RGB
train,BANDED PITA,068.jpg,224,224,JPEG,RGB
train,BANDED PITA,069.jpg,224,224,JPEG,RGB
train,BANDED PITA,070.jpg,224,224,JPEG,RGB
train,BANDED PITA,071.jpg,224,224,JPEG,RGB
train,BANDED PITA,072.jpg,224,224,JPEG,RGB
train,BANDED PITA,073.jpg,224,224,JPEG,RGB
train,BANDED PITA,074.jpg,224,224,JPEG,RGB
train,BANDED PITA,075.jpg,224,224,JPEG,RGB
train,BANDED PITA,076.jpg,224,224,JPEG,RGB
train,BANDED PITA,077.jpg,224,224,JPEG,RGB
train,BANDED PITA,078.jpg,224,224,JPEG,RGB
train,BANDED PITA,079.jpg,224,224,JPEG,RGB
train,BANDED PITA,080.jpg,224,224,JPEG,RGB
train,BANDED PITA,081.jpg,224,224,JPEG,RGB
train,BANDED PITA,082.jpg,224,224,JPEG,RGB
train,BANDED PITA,083.jpg,224,224,JPEG,RGB
train,BANDED PITA,084.jpg,224,224,JPEG,RGB
train,BANDED PITA,085.jpg,224,224,JPEG,RGB
train,BANDED PITA,086.jpg,224,224,JPEG,RGB
train,BANDED PITA,087.jpg,224,224,JPEG,RGB
train,BANDED PITA,088.jpg,224,224,JPEG,RGB
train,BANDED PITA,089.jpg,224,224,JPEG,RGB
train,BANDED PITA,090.jpg,224,224,JPEG,RGB
train,BANDED PITA,091.jpg,224,224,JPEG,RGB
train,BANDED PITA,092.jpg,224,224,JPEG,RGB
train,BANDED PITA,093.jpg,224,224,JPEG,RGB
train,BANDED PITA,094.jpg,224,224,JPEG,RGB
train,BANDED PITA,095.jpg,224,224,JPEG,RGB
train,BANDED PITA,096.jpg,224,224,JPEG,RGB
train,BANDED PITA,097.jpg,224,224,JPEG,RGB
train,BANDED PITA,098.jpg,224,224,JPEG,RGB
train,BANDED PITA,099.jpg,224,224,JPEG,RGB
train,BANDED PITA,100.jpg,224,224,JPEG,RGB
train,BANDED PITA,101.jpg,224,224,JPEG,RGB
train,BANDED PITA,102.jpg,224,224,JPEG,RGB
train,BANDED PITA,103.jpg,224,224,JPEG,RGB
train,BANDED PITA,104.jpg,224,224,JPEG,RGB
train,BANDED PITA,105.jpg,224,224,JPEG,RGB
train,BANDED PITA,106.jpg,224,224,JPEG,RGB
train,BANDED PITA,107.jpg,224,224,JPEG,RGB
train,BANDED PITA,108.jpg,224,224,JPEG,RGB
train,BANDED PITA,109.jpg,224,224,JPEG,RGB
train,BANDED PITA,110.jpg,224,224,JPEG,RGB
train,BANDED PITA,111.jpg,224,224,JPEG,RGB
train,BANDED PITA,112.jpg,224,224,JPEG,RGB
train,BANDED PITA,113.jpg,224,224,JPEG,RGB
train,BANDED PITA,114.jpg,224,224,JPEG,RGB
train,BANDED PITA,115.jpg,224,224,JPEG,RGB
train,BANDED PITA,116.jpg,224,224,JPEG,RGB
train,BANDED PITA,117.jpg,224,224,JPEG,RGB
train,BANDED PITA,118.jpg,224,224,JPEG,RGB
train,BANDED PITA,119.jpg,224,224,JPEG,RGB
train,BANDED PITA,120.jpg,224,224,JPEG,RGB
train,BANDED PITA,121.jpg,224,224,JPEG,RGB
train,BANDED PITA,122.jpg,224,224,JPEG,RGB
train,BANDED PITA,123.jpg,224,224,JPEG,RGB
train,BANDED PITA,124.jpg,224,224,JPEG,RGB
train,BANDED PITA,125.jpg,224,224,JPEG,RGB
train,BANDED PITA,126.jpg,224,224,JPEG,RGB
train,BANDED PITA,127.jpg,224,224,JPEG,RGB
train,BANDED PITA,128.jpg,224,224,JPEG,RGB
train,BANDED PITA,129.jpg,224,224,JPEG,RGB
train,BANDED PITA,130.jpg,224,224,JPEG,RGB
train,BANDED PITA,131.jpg,224,224,JPEG,RGB
train,BANDED PITA,132.jpg,224,224,JPEG,RGB
train,BANDED PITA,133.jpg,224,224,JPEG,RGB
train,BANDED PITA,134.jpg,224,224,JPEG,RGB
train,BANDED PITA,135.jpg,224,224,JPEG,RGB
train,BANDED PITA,136.jpg,224,224,JPEG,RGB
train,BANDED PITA,137.jpg,224,224,JPEG,RGB
train,BANDED PITA,138.jpg,224,224,JPEG,RGB
train,BANDED PITA,139.jpg,224,224,JPEG,RGB
train,BANDED PITA,140.jpg,224,224,JPEG,RGB
train,BANDED PITA,141.jpg,224,224,JPEG,RGB
train,BANDED PITA,142.jpg,224,224,JPEG,RGB
train,BANDED PITA,143.jpg,224,224,JPEG,RGB
train,BANDED PITA,144.jpg,224,224,JPEG,RGB
train,BANDED PITA,145.jpg,224,224,JPEG,RGB
train,BANDED PITA,146.jpg,224,224,JPEG,RGB
train,BANDED PITA,147.jpg,224,224,JPEG,RGB
train,BANDED PITA,148.jpg,224,224,JPEG,RGB
train,BANDED PITA,149.jpg,224,224,JPEG,RGB
train,BANDED PITA,150.jpg,224,224,JPEG,RGB
train,BANDED PITA,151.jpg,224,224,JPEG,RGB
train,BANDED PITA,152.jpg,224,224,JPEG,RGB
train,BANDED PITA,153.jpg,224,224,JPEG,RGB
train,BANDED PITA,154.jpg,224,224,JPEG,RGB
train,BANDED PITA,155.jpg,224,224,JPEG,RGB
train,BANDED PITA,156.jpg,224,224,JPEG,RGB
train,BANDED PITA,157.jpg,224,224,JPEG,RGB
train,BANDED PITA,158.jpg,224,224,JPEG,RGB
train,BANDED PITA,159.jpg,224,224,JPEG,RGB
train,BANDED PITA,160.jpg,224,224,JPEG,RGB
train,BANDED PITA,161.jpg,224,224,JPEG,RGB
train,BANDED PITA,162.jpg,224,224,JPEG,RGB
train,BANDED PITA,163.jpg,224,224,JPEG,RGB
train,BANDED PITA,164.jpg,224,224,JPEG,RGB
train,BANDED PITA,165.jpg,224,224,JPEG,RGB
train,BANDED PITA,166.jpg,224,224,JPEG,RGB
train,BANDED STILT,001.jpg,224,224,JPEG,RGB
train,BANDED STILT,002.jpg,224,224,JPEG,RGB
train,BANDED STILT,003.jpg,224,224,JPEG,RGB
train,BANDED STILT,004.jpg,224,224,JPEG,RGB
train,BANDED STILT,005.jpg,224,224,JPEG,RGB
train,BANDED STILT,006.jpg,224,224,JPEG,RGB
train,BANDED STILT,007.jpg,224,224,JPEG,RGB
train,BANDED STILT,008.jpg,224,224,JPEG,RGB
train,BANDED STILT,009.jpg,224,224,JPEG,RGB
train,BANDED STILT,010.jpg,224,224,JPEG,RGB
train,BANDED STILT,011.jpg,224,224,JPEG,RGB
train,BANDED STILT,012.jpg,224,224,JPEG,RGB
train,BANDED STILT,013.jpg,224,224,JPEG,RGB
train,BANDED STILT,014.jpg,224,224,JPEG,RGB
train,BANDED STILT,015.jpg,224,224,JPEG,RGB
train,BANDED STILT,016.jpg,224,224,JPEG,RGB
train,BANDED STILT,017.jpg,224,224,JPEG,RGB
train,BANDED STILT,018.jpg,224,224,JPEG,RGB
train,BANDED STILT,019.jpg,224,224,JPEG,RGB
train,BANDED STILT,020.jpg,224,224,JPEG,RGB
train,BANDED STILT,021.jpg,224,224,JPEG,RGB
train,BANDED STILT,022.jpg,224,224,JPEG,RGB
train,BANDED STILT,023.jpg,224,224,JPEG,RGB
train,BANDED STILT,024.jpg,224,224,JPEG,RGB
train,BANDED STILT,025.jpg,224,224,JPEG,RGB
train,BANDED STILT,026.jpg,224,224,JPEG,RGB
train,BANDED STILT,027.jpg,224,224,JPEG,RGB
train,BANDED STILT,028.jpg,224,224,JPEG,RGB
train,BANDED STILT,029.jpg,224,224,JPEG,RGB
train,BANDED STILT,030.jpg,224,224,JPEG,RGB
train,BANDED STILT,031.jpg,224,224,JPEG,RGB
train,BANDED STILT,032.jpg,224,224,JPEG,RGB
train,BANDED STILT,033.jpg,224,224,JPEG,RGB
train,BANDED STILT,034.jpg,224,224,JPEG,RGB
train,BANDED STILT,035.jpg,224,224,JPEG,RGB
train,BANDED STILT,036.jpg,224,224,JPEG,RGB
train,BANDED STILT,037.jpg,224,224,JPEG,RGB
train,BANDED STILT,038.jpg,224,224,JPEG,RGB
train,BANDED STILT,039.jpg,224,224,JPEG,RGB
train,BANDED STILT,040.jpg,224,224,JPEG,RGB
train,BANDED STILT,041.jpg,224,224,JPEG,RGB
train,BANDED STILT,042.jpg,224,224,JPEG,RGB
train,BANDED STILT,043.jpg,224,224,JPEG,RGB
train,BANDED STILT,044.jpg,224,224,JPEG,RGB
train,BANDED STILT,045.jpg,224,224,JPEG,RGB
train,BANDED STILT,046.jpg,224,224,JPEG,RGB
train,BANDED STILT,047.jpg,224,224,JPEG,RGB
train,BANDED STILT,048.jpg,224,224,JPEG,RGB
train,BANDED STILT,049.jpg,224,224,JPEG,RGB
train,BANDED STILT,050.jpg,224,224,JPEG,RGB
train,BANDED STILT,051.jpg,224,224,JPEG,RGB
train,BANDED STILT,052.jpg,224,224,JPEG,RGB
train,BANDED STILT,053.jpg,224,224,JPEG,RGB
train,BANDED STILT,054.jpg,224,224,JPEG,RGB
train,BANDED STILT,055.jpg,224,224,JPEG,RGB
train,BANDED STILT,056.jpg,224,224,JPEG,RGB
train,BANDED STILT,057.jpg,224,224,JPEG,RGB
train,BANDED STILT,058.jpg,224,224,JPEG,RGB
train,BANDED STILT,059.jpg,224,224,JPEG,RGB
train,BANDED STILT,060.jpg,224,224,JPEG,RGB
train,BANDED STILT,061.jpg,224,224,JPEG,RGB
train,BANDED STILT,062.jpg,224,224,JPEG,RGB
train,BANDED STILT,063.jpg,224,224,JPEG,RGB
train,BANDED STILT,064.jpg,224,224,JPEG,RGB
train,BANDED STILT,065.jpg,224,224,JPEG,RGB
train,BANDED STILT,066.jpg,224,224,JPEG,RGB
train,BANDED STILT,067.jpg,224,224,JPEG,RGB
train,BANDED STILT,068.jpg,224,224,JPEG,RGB
train,BANDED STILT,069.jpg,224,224,JPEG,RGB
train,BANDED STILT,070.jpg,224,224,JPEG,RGB
train,BANDED STILT,071.jpg,224,224,JPEG,RGB
train,BANDED STILT,072.jpg,224,224,JPEG,RGB
train,BANDED STILT,073.jpg,224,224,JPEG,RGB
train,BANDED STILT,074.jpg,224,224,JPEG,RGB
train,BANDED STILT,075.jpg,224,224,JPEG,RGB
train,BANDED STILT,076.jpg,224,224,JPEG,RGB
train,BANDED STILT,077.jpg,224,224,JPEG,RGB
train,BANDED STILT,078.jpg,224,224,JPEG,RGB
train,BANDED STILT,079.jpg,224,224,JPEG,RGB
train,BANDED STILT,080.jpg,224,224,JPEG,RGB
train,BANDED STILT,081.jpg,224,224,JPEG,RGB
train,BANDED STILT,082.jpg,224,224,JPEG,RGB
train,BANDED STILT,083.jpg,224,224,JPEG,RGB
train,BANDED STILT,084.jpg,224,224,JPEG,RGB
train,BANDED STILT,085.jpg,224,224,JPEG,RGB
train,BANDED STILT,086.jpg,224,224,JPEG,RGB
train,BANDED STILT,087.jpg,224,224,JPEG,RGB
train,BANDED STILT,088.jpg,224,224,JPEG,RGB
train,BANDED STILT,089.jpg,224,224,JPEG,RGB
train,BANDED STILT,090.jpg,224,224,JPEG,RGB
train,BANDED STILT,091.jpg,224,224,JPEG,RGB
train,BANDED STILT,092.jpg,224,224,JPEG,RGB
train,BANDED STILT,093.jpg,224,224,JPEG,RGB
train,BANDED STILT,094.jpg,224,224,JPEG,RGB
train,BANDED STILT,095.jpg,224,224,JPEG,RGB
train,BANDED STILT,096.jpg,224,224,JPEG,RGB
train,BANDED STILT,097.jpg,224,224,JPEG,RGB
train,BANDED STILT,098.jpg,224,224,JPEG,RGB
train,BANDED STILT,099.jpg,224,224,JPEG,RGB
train,BANDED STILT,100.jpg,224,224,JPEG,RGB
train,BANDED STILT,101.jpg,224,224,JPEG,RGB
train,BANDED STILT,102.jpg,224,224,JPEG,RGB
train,BANDED STILT,103.jpg,224,224,JPEG,RGB
train,BANDED STILT,104.jpg,224,224,JPEG,RGB
train,BANDED STILT,105.jpg,224,224,JPEG,RGB
train,BANDED STILT,106.jpg,224,224,JPEG,RGB
train,BANDED STILT,107.jpg,224,224,JPEG,RGB
train,BANDED STILT,108.jpg,224,224,JPEG,RGB
train,BANDED STILT,109.jpg,224,224,JPEG,RGB
train,BANDED STILT,110.jpg,224,224,JPEG,RGB
train,BANDED STILT,111.jpg,224,224,JPEG,RGB
train,BANDED STILT,112.jpg,224,224,JPEG,RGB
train,BANDED STILT,113.jpg,224,224,JPEG,RGB
train,BANDED STILT,114.jpg,224,224,JPEG,RGB
train,BANDED STILT,115.jpg,224,224,JPEG,RGB
train,BANDED STILT,116.jpg,224,224,JPEG,RGB
train,BANDED STILT,117.jpg,224,224,JPEG,RGB
train,BANDED STILT,118.jpg,224,224,JPEG,RGB
train,BANDED STILT,119.jpg,224,224,JPEG,RGB
train,BANDED STILT,120.jpg,224,224,JPEG,RGB
train,BANDED STILT,121.jpg,224,224,JPEG,RGB
train,BANDED STILT,122.jpg,224,224,JPEG,RGB
train,BANDED STILT,123.jpg,224,224,JPEG,RGB
train,BANDED STILT,124.jpg,224,224,JPEG,RGB
train,BANDED STILT,125.jpg,224,224,JPEG,RGB
train,BANDED STILT,126.jpg,224,224,JPEG,RGB
train,BANDED STILT,127.jpg,224,224,JPEG,RGB
train,BANDED STILT,128.jpg,224,224,JPEG,RGB
train,BANDED STILT,129.jpg,224,224,JPEG,RGB
train,BANDED STILT,130.jpg,224,224,JPEG,RGB
train,BANDED STILT,131.jpg,224,224,JPEG,RGB
train,BANDED STILT,132.jpg,224,224,JPEG,RGB
train,BANDED STILT,133.jpg,224,224,JPEG,RGB
train,BANDED STILT,134.jpg,224,224,JPEG,RGB
train,BANDED STILT,135.jpg,224,224,JPEG,RGB
train,BANDED STILT,136.jpg,224,224,JPEG,RGB
train,BANDED STILT,137.jpg,224,224,JPEG,RGB
train,BANDED STILT,138.jpg,224,224,JPEG,RGB
train,BANDED STILT,139.jpg,224,224,JPEG,RGB
train,BANDED STILT,140.jpg,224,224,JPEG,RGB
train,BANDED STILT,141.jpg,224,224,JPEG,RGB
train,BANDED STILT,142.jpg,224,224,JPEG,RGB
train,BANDED STILT,143.jpg,224,224,JPEG,RGB
train,BANDED STILT,144.jpg,224,224,JPEG,RGB
train,BANDED STILT,145.jpg,224,224,JPEG,RGB
train,BANDED STILT,146.jpg,224,224,JPEG,RGB
train,BANDED STILT,147.jpg,224,224,JPEG,RGB
train,BANDED STILT,148.jpg,224,224,JPEG,RGB
train,BANDED STILT,149.jpg,224,224,JPEG,RGB
train,BANDED STILT,150.jpg,224,224,JPEG,RGB
train,BANDED STILT,151.jpg,224,224,JPEG,RGB
train,BANDED STILT,152.jpg,224,224,JPEG,RGB
train,BANDED STILT,153.jpg,224,224,JPEG,RGB
train,BAR-TAILED GODWIT,001.jpg,224,224,JPEG,RGB
train,BAR-TAILED GODWIT,002.jpg,224,224,JPEG,RGB
train,BAR-TAILED GODWIT,003.jpg,224,224,JPEG,RGB
train,BAR-TAILED GODWIT,004.jpg,224,224,JPEG,RGB
train,BAR-TAILED GODWIT,005.jpg,224,224,JPEG,RGB
train,BAR-TAILED GODWIT,006.jpg,224,224,JPEG,RGB
train,BAR-TAILED GODWIT,007.jpg,224,224,JPEG,RGB
train,BAR-TAILED GODWIT,008.jpg,224,224,JPEG,RGB
train,BAR-TAILED GODWIT,009.jpg,224,224,JPEG,RGB
train,BAR-TAILED GODWIT,010.jpg,224,224,JPEG,RGB
